train_loss,val_loss,train_acc,val_accc
2697.4339741429053,226.31457672952953,0.8548093744063683,0.9063752483149043
237.09358166802167,145.36592747422515,0.8615320062591767,0.8785974707108378
185.91573426217744,125.35415651081689,0.8736236437142237,0.9338342654249056
168.32491190538295,114.05737407246573,0.8893780346421833,0.9617486529662961
229.50242986530677,117.99120553855687,0.8715761418375786,0.9430328087077114
172.51499830345426,121.18894390669026,0.8991150445066578,0.957741366970083
203.42815779389952,113.01057986692001,0.8787992742098716,0.9480419148512876
15911813.886480004,201.78123969406377,0.9029597982727632,0.8938069415874168
250.4534271931733,191.43094201843596,0.8826667779363506,0.9319216961417693
231.59988637430044,146.60788214845084,0.8757280209596255,0.9299180532413753
195.52218584086182,121.62043598362656,0.8896282850280343,0.931056486973997
1088365457.5849671,1967.3226870177223,0.8747725197356352,0.914071058966423
3073.1489092998418,429.11582743326824,0.8709391412792263,0.9155737912720019
643.7037576409334,257.2876916061985,0.8988079193541172,0.9584699650279811
388.895100759412,182.2948918118503,0.9081240536051632,0.9579690541725993
257.33573878999294,143.62662534870086,0.9191805642548722,0.9622495636913946
202.66378471963952,129.27395911711812,0.9192374398921183,0.9655737885360509
170.19628080877814,125.76384855593489,0.9231959437041735,0.9570583070562185
157.47302970188483,118.71579193573832,0.9231163193025519,0.9564207858726627
146.89625458401017,117.24014112545493,0.9261534464121711,0.9608379053287819
138.93839163003057,107.55058633773054,0.9248566954734057,0.9674408196751537
133.34253582341276,104.87718026416549,0.9269724474589811,0.9516849024699685
129.54178447655696,103.63453461693936,0.9296910752372731,0.9654371769050432
130.23961909859355,nan,0.9293384496676866,0.9704007445137357
129.8196478574744,nan,0.9341273295108067,0.9748178654029721
123.16478401619393,nan,0.9457412158534919,0.970400745100011
119.93755545422187,nan,0.9475157171398312,0.9694444614029973
117.8559632505708,nan,0.9529415975494395,0.9608379055893487
116.47439237360807,nan,0.955341724190203,0.9661657731389739
114.08279402803404,nan,0.9589589775308311,0.9783697765381609
111.3118361583213,nan,0.9646806071568083,0.9777777917398129
111.24981847383467,nan,0.9666029837591675,0.9826047477174977
108.55926737731967,nan,0.9672058590474495,0.9837431805381358
107.97639428622209,nan,0.9716876122654053,0.9862021961498781
107.2027124524149,nan,0.9711871118028731,0.9886612109147785
99.69261951014347,nan,0.9694012363458832,0.983196732906696
104.96994941767662,nan,0.9744403640689532,0.9879781512614808
104.01698319989411,nan,0.9761352403190596,0.9907559270415801
103.64557244261529,nan,0.9755209899326182,0.9902550169027569
102.48292823102088,nan,0.978307866379761,0.9903005538742399
82.30486466837098,nan,0.9851442450973267,0.9892987331406015
95.45601894098522,nan,0.9807876176987715,0.9915755987167358
100.98815932079901,nan,0.9791609920050777,0.9884335244939627
100.60353806589654,nan,0.9812767434536743,0.9903460914971398
99.30234292436747,nan,0.9809013676389527,0.9920765092464092
99.04013221380394,nan,0.9805487428666984,0.9909380765560546
98.75085821315756,nan,0.9809354933727774,0.9897541067639335
77.99593367903343,nan,0.9877036214037538,0.991530061680111
97.49255534231159,nan,0.9813677433765295,0.9925774199715077
97.16433385067418,nan,0.9804804927008158,0.9918032853329768
97.37639717687325,nan,0.9843707452567587,0.9930327926828562
96.06651640550184,nan,0.9834834944020521,0.9931694044441474
95.33515516370169,nan,0.9846892453040577,0.9915300618103945
95.55229287560182,nan,0.9852693703634766,0.9938980014597784
92.0916170156168,nan,0.9889434971608915,0.9925318823486078
94.64247701625631,nan,0.9846209953497121,0.9901639422432321
94.68524710207144,nan,0.9849736203985919,0.9937158522710122
93.67281761971321,nan,0.9870324963238472,0.9889799719951192
93.99478818209745,nan,0.9851897454899645,0.9903005544605151
93.3667390174043,nan,0.9867708711001901,0.9888888975310195
