train_loss,val_loss,train_acc,val_accc
0.04717596442729162,0.011796117608511472,0.9856333706162843,0.9967213144719275
0.019703149015555727,nan,0.9939939987942589,0.9954007326579485
0.013239030729746094,nan,0.9962234995321534,0.9952185828829072
0.008794495496106829,nan,0.9974747497853834,0.9967668516388356
0.007551123619131967,nan,0.9981231248479641,0.9938069268002536
0.005738104488799949,nan,0.9983847498763561,0.9973588366977504
0.004519029095616383,nan,0.9985667498685153,0.9964936279208282
0.0033387943450181017,nan,0.9990217499058656,0.9977686722421907
0.003649638293468874,nan,0.9989876248554684,0.9984517318954884
0.0025053213445999306,nan,0.9993288749526376,0.9973132994005589
0.0026170498661454654,nan,0.9991354999111351,0.9969490008276017
0.0022475145710357945,nan,0.9993061249515837,0.997085612979743
0.0020112375173285536,nan,0.9994767499757601,0.9952185835343241
0.0016357869520812148,nan,0.9994881249600149,0.997586523183708
0.0015038345963440728,nan,0.999488124976287,0.9980874333225312
0.0015015622251118917,nan,0.9995449999789218,0.9983151198736305
0.0013218811411853013,nan,0.9996473749836644,0.99849726919268
0.0017373939257240138,nan,0.9995904999810297,0.9984972691275383
0.0009682684113017908,nan,0.999761124988934,0.9979963588584316
0.0012065559141483436,nan,0.9996018749815566,0.9966302398124027
0.0010318062951651813,nan,0.9996928749857722,0.9978597469668571
0.000759596837466232,nan,0.99973837498788,0.9979508216263818
0.0008851452909657495,nan,0.9997838749899879,0.998679418381446
0.0010210302834999737,nan,0.99973837498788,0.99849726919268
0.001002943903237021,nan,0.9996701249847183,0.9986338810191129
0.0011015998607137078,nan,0.9997611249726619,0.9981785080471977
0.0005227462660140927,nan,0.9998179999915687,0.9986338810842545
0.0007808220857462583,nan,0.9998179999915687,0.9979963589235733
0.0010161621451304592,nan,0.9997042499862991,0.9977231351404242
0.0010018837412157614,nan,0.9997042499374829,0.9975865232488497
0.0005970311073223362,nan,0.9998407499926226,0.997768672372474
0.00031891547010733253,nan,0.9999317499968383,0.9979052842640486
0.0013285583355455341,nan,0.99973837498788,0.9983606573011055
0.0003586553328511578,nan,0.9999089999957843,0.9979052841989069
0.00047807036567695886,nan,0.9998521249931496,0.9972222247410342
0.0007576343335823345,nan,0.999726999954809,0.9983606572359638
0.00067747025241983,nan,0.9998293749920957,0.9980874335179564
0.0008274048513262927,nan,0.9997611249401177,0.9974954485893249
0.0007453922382187569,nan,0.9997497499884069,0.9984061945331553
0.00026766991776230116,nan,0.9999089999957843,0.9977231350101409
0.0010148690208210663,nan,0.99973837498788,0.998679418381446
0.00037240458281573004,nan,0.9999089999957843,0.9975409859516582
0.00023620673945969233,nan,0.9999544999978922,0.9981329706848645
0.00030406127622088796,nan,0.9998862499947304,0.9979963588584316
0.0005196410147432749,nan,0.9999089999957843,0.9981329708151478
0.0005928906077470505,nan,0.9998748749942035,0.9981785080471977
0.0001439070701101946,nan,0.999988624999473,0.99644809075392
0.0007028696139242847,nan,0.9997838749899879,0.998679418381446
0.0002449951304714634,nan,0.9999089999957843,0.9984972691275383
0.0003590067119442516,nan,0.9998862499947304,0.9987704929758291
0.0003887879024767468,nan,0.9998748749942035,0.9986794182511627
0.0006906301172727387,nan,0.9998179999915687,0.9983606571056803
0.0005399764338867272,nan,0.9998748749942035,0.9983606572359638
0.0004283089336318928,nan,0.9998862499947304,0.9980418961556231
0.0003127115191835509,nan,0.9999089999957843,0.9983151199387722
0.0001827530158410199,nan,0.9999431249973653,0.9987249556786376
0.0006476441503660933,nan,0.9998862499947304,0.99849726919268
0.00033887373443734374,nan,0.9999431249973653,0.9979963588584316
0.0008622983797080064,nan,0.9997838749899879,0.9981785080471977
0.0004678407499726734,nan,0.9998634999936765,0.9983151199387722
