train_loss,val_loss,train_acc,val_accc
157082.55922954535,72.3120246777769,0.8431044882384604,0.8767304388551764
208.01274339354757,37.01378472020717,0.8650923854107744,0.810610219754808
35.9727115458294,7.04808486042127,0.8738966440034961,0.8720856295908735
7.362911663923048,16.231600524395542,0.886761781689641,0.8994080353304337
3.296328642078348,0.5754142563036883,0.89157341172908,0.914344282358722
1.5626702668023766,nan,0.9082491791804826,0.9429417337224784
0.8084159517203593,nan,0.9160296869772625,0.9591530253326958
0.5853959998365572,nan,0.9268814471618679,0.976001836693352
7.8471653659894365,nan,0.8841455292333972,0.9571949191432182
0.6647423570606997,nan,0.9257780716551349,0.9735428214724599
1.6695170354229276,nan,0.9198175652932509,0.9578779783405241
0.4549442052357092,nan,0.9567635999883162,0.9732695956699183
1.29816425201584,nan,0.9347302048967212,0.9824225980075982
0.2816830963392646,nan,0.9469469662347909,0.9785519263783439
0.16446408924603198,nan,0.9680134844265771,0.9886156737478704
0.10570026642012118,nan,0.9798548671999429,0.9924408077542247
0.05817412380703707,nan,0.9919806231314648,0.9916666733762606
0.04769201668697874,nan,0.9957229991509815,0.9965391651528781
0.04153358518015548,nan,0.9965078744639668,0.9971311502117928
0.03953957217413685,nan,0.9968377494304322,0.9969034634652685
0.03625337265222378,nan,0.9986918748417677,0.9967668518994024
0.03678290878780798,nan,0.9975884996116601,0.9969490008927434
0.03438326600840386,nan,0.998646374872204,0.9983606572359638
0.03437417356026342,0.03304847398966225,0.9988966249326132,0.9978597470319988
0.03142149489852995,nan,0.9990444999557357,0.9973588364371837
0.027689847247250463,nan,0.9992833749505298,0.9984517318954884
0.028486941243416865,nan,0.9993174998870222,0.9984061945982969
0.026539840653117663,nan,0.9993743749547453,0.9978142096696656
0.02776781827594791,nan,0.9994539999584341,0.9970400755522681
0.03234667460673898,nan,0.9993402499531645,0.9982695827067224
0.03108927871245782,nan,0.9996701249847183,0.9984517318954884
0.031713174642049695,nan,0.9995677499148874,0.9978142097348073
0.026739440681150937,nan,0.9997042499862991,0.9983151198736305
0.032972736960191026,nan,0.9993516249699635,0.9989071048674036
0.028971868667852233,nan,0.9998066249910418,0.9986338810842545
0.030893782590275136,nan,0.9995336249133066,0.9984061945982969
0.030172593992049905,nan,0.9996814999689732,0.9983606572359638
0.03193309054733616,nan,0.9996701249521741,0.9985428064247298
0.031109085594337723,nan,0.9995677499474316,0.998588343787063
0.03077003205642043,nan,0.9998179999915687,0.9985428064898715
0.02712464626901891,nan,0.9998634999936765,0.9978142097348073
0.03084863676330308,nan,0.999738374971608,0.9987249556786376
0.03002903052843922,nan,0.9996814999852452,0.9989071048674036
0.029639206798719214,nan,0.9997952499742427,0.998679418381446
0.030084975438567252,0.03483481513071663,0.9997042499862991,0.9984517318303467
0.030151079288055067,nan,0.999726999987353,0.9988615675702122
0.0308832246067784,0.03411231049453545,0.9998862499947304,0.9989071048674036
0.029182729748345418,0.03327229868294926,0.99973837498788,0.998588343787063
0.029681497852239426,nan,0.9998521249931496,0.9988160302730206
0.03076720322168796,0.032763071252857566,0.9997838749899879,0.9986338810191129
0.03009591960718633,nan,0.9998862499784583,0.9989071048674036
0.03033224010645302,0.03910291819614384,0.9998407499926226,0.9981329706848645
0.03030999834539174,nan,0.9997952499742427,0.9983151199387722
0.030903687021269714,nan,0.9998976249952574,0.998679418381446
0.029808082060246172,nan,0.9996473749511202,0.9984061945331553
0.027024611486709333,nan,0.9999544999978922,0.9988160302730206
0.028127677877742004,nan,0.9998179999752966,0.9986794183163044
0.03159122763711623,nan,0.99973837498788,0.9989071048674036
0.030468815057928724,nan,0.9998862499947304,0.9984517318954884
0.029256737849988102,nan,0.999988624999473,0.9989071048674036
